ID,ABN,Charity_Legal_Name,Other_Organisation_Names,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Town_City,State,Postcode,Country,Charity_Website,Registration_Date,Date_Organisation_Established,Charity_Size,Number_of_Responsible_Persons,Financial_Year_End,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operating_Countries,PBI,HPC,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,Gay_Lesbian_Bisexual,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth
367,11603044950,Lyric Opera of Melbourne Inc,,Business,Po Box 236,,,Collins Street West,Victoria,8007,Australia,https://www.lyricopera.com.au/,3/12/2012,17/02/2012,Small,12,30-Jun,,,,,,,Y,,,,,,Y,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,Y
368,11603517984,Buddharatana Monastery Of Australia Inc.,,Business,45 Appenine Rd,,,Yerrinbool,New South Wales,2575,Australia,https://sites.google.com/site/chinesebuddhists/home,3/12/2012,1/01/2006,Small,5,30-Jun,,Y,,,,,,,"CHN, MYS, SGP",,,,,,,,,,,,Y,,,,Y,Y,,Y,,,,,,,Y,,,,,,,,,,,,,,
369,11603671398,Safeheart Foundation Ltd,,Business,"suite 44, 7 Meridian Pl",,,Bella Vista,New South Wales,2153,Australia,https://safeheart.mbhf.com.au/,13/01/2015,13/01/2015,Small,7,30-Jun,Y,Y,,Y,,,Y,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,,Y,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,,Y
370,11603822593,Illaroo Co-operative Aboriginal Corporation,,Business,55 Judith Drive,,,NORTH NOWRA,NSW,2541,,,3/12/2012,8/10/1982,,7,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,
371,11605454144,Cyber Security Research Centre Limited,,Business,Edith Cowan University,"Level 2, Building 15, 270 Joondalup Drive",,Joondalup,WA,6027,Australia,www.cybersecuritycrc.org.au,23/04/2015,23/04/2015,Large,12,30-Jun,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,
372,11606463884,Mount Barker And Districts Agricultural Society Inc,,Business,Po Box 31,,,Mount Barker,Western Australia,6324,Australia,,3/12/2012,1/01/1900,Small,5,31-Dec,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
373,11606539619,Townsville Maritime Museum Limited,,Business,42-68 Palmer St,,,South Townsville,Queensland,4810,Australia,www.tmml.org.au,1/07/2015,19/06/2015,Small,5,30-Jun,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,Y,,,,,,,
374,11607036948,Ramsay Hospital Research Foundation Ltd,,Business,"Level 7, Tower B,",7 Westbourne St,,St Leonards,NSW,2065,Australia,https://www.ramsayhealth.com.au/Ramsay-Research/Ramsay-Hospital-Research-Foundation,1/07/2016,1/09/2015,Large,11,30-Jun,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,Y,,,,,,,
375,11607902687,Children's Hospital Foundation Queensland,,Business,Level 14,199 Grey Street,,South Brisbane,Queensland,4101,Australia,www.childrens.org.au,3/12/2012,1/01/2011,Large,11,30-Jun,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y
376,11608424862,Aberdeen & Co Limited,,Business,220-222 King St,,,Newtown,New South Wales,2042,Australia,www.thelittlepotatoes.com,25/09/2015,25/09/2015,Small,5,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,Y,Y,,,,Y,Y,Y,Y,,Y,Y,,,,Y,Y,Y,,,Y,Y,,,Y
377,11608914987,Got Your Back Sista Ltd.,,Business,,,,,,,,www.gotyourbacksista.com,4/01/2016,23/10/2015,Medium,6,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,Y,,,Y,,,,Y,Y,,Y,,Y
378,11609278677,Money Mob Talkabout Limited,,Business,"Suite 16 & 17/63 Cumming Plaza, Todd Mall",Todd Street,,Alice Springs,NT,871,Australia,moneymob.org.au,12/11/2015,12/11/2015,Large,7,30-Jun,,,Y,,Y,,,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,,,Y,,,,Y,Y,Y,,Y,Y,,,,Y
379,11609851283,Glass Jar Australia Limited,,Business,200 Selby St,,,Jolimont,Western Australia,6014,Australia,https://shootingstars.com.au/,1/01/2016,16/12/2015,Large,9,31-Dec,,,,,,,,Y,,Y,,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,Y,Y,Y,,,,,,,,,,,Y,,,,,Y
380,11610667304,Green Crescent Aged Care Limited,,Business,Brisbane Muslim School,,,Woolloongabba,Queensland,4102,Australia,,3/06/2016,10/02/2016,Small,4,30-Jun,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,11612484198,ECOllaboration Ltd,,Business,Po Box 311,,,Nambour,Queensland,4560,Australia,www.ecollaboration.org.au,1/07/2016,1/07/2016,Medium,6,30-Jun,,,,Y,,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,,Y,,Y,,,,Y,,,,,,,,,Y,Y,,,,Y
382,11612680186,Dubbo Public School P&C Assoc,,Business,Dubbo Public School,,,Dubbo,New South Wales,2830,Australia,,3/12/2012,1/01/1907,Small,2,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
383,11614147938,Smile For Me Limited,,Business,16 Oswald St,,,Randwick,New South Wales,2031,Australia,www.smileforme.org.au,24/08/2016,9/08/2016,Small,6,30-Jun,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,Y,,,,,,,
384,11614286896,Health Assist Limited,,Business,22 Wilpena Place,,,Vermont South,Victoria,3133,Australia,https://healthassist.org.au,20/12/2016,29/09/2016,Large,4,31-Dec,,Y,Y,Y,,,Y,Y,,Y,,,,,Y,,,,,,,,,Y,Y,Y,,,,Y,,Y,Y,,,Y,,,,,Y,Y,,Y,,Y,,,Y
385,11615760465,INDIE FILMMAKER INCORPORATED,,Business,Windsor Plaza,,,Sydney,New South Wales,2000,Australia,https://sydfest.org/,1/10/2021,30/11/2020,,6,30-Jun,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
386,11616062714,Australian Catholic Safeguarding Limited,,Business,L 13 200 Queen St,,,Melbourne,Victoria,3000,Australia,www.acsltd.org.au,23/11/2016,23/11/2016,Medium,11,30-Jun,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,11616332444,Purpose Real Estate Ltd,,Business,PO Box 324,,,Nambour,QLD,4560,Australia,www.purposerealestate.com.au,11/01/2017,7/12/2016,Small,8,30-Jun,,,,Y,,,,,,Y,,,,,,,,,Y,,,Y,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,
388,11616562559,A&A Ministry Partners Limited,A A MPL,Business,149 Hillside Tce,,,St Lucia,Queensland,4067,Australia,,22/12/2016,22/12/2016,Small,5,30-Jun,,,,,,,,,CHN,,,,,Y,,,,,,,Y,Y,,,Y,,Y,,,Y,,,Y,,,,,,,,,,,Y,,,,Y,Y
389,11616715374,Mary Martin Fund,,Business,18 Eden Tce,,,Port Willunga,South Australia,5173,Australia,http://www.marymartinfund.com,10/02/2017,4/05/2017,Small,4,30-Jun,,,,,,,,,,Y,,,,Y,Y,,,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,Y,,,,,
390,11618758491,IMOVE AUSTRALIA LTD,,Business,Se 57 574 Plummer St,,,Port Melbourne,Victoria,3207,Australia,https://imoveaustralia.com/,27/04/2017,27/04/2017,Large,10,30-Jun,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
391,11618913563,KARI Foundation Ltd,,Business,L 3 131-135 George St,,,Liverpool,New South Wales,2170,Australia,www.kari.org.au,4/05/2017,4/05/2017,Large,8,30-Jun,,Y,,,,,,,,Y,,,,Y,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,Y,,Y,Y,Y,Y,,Y,Y,Y
392,11619159867,Precious Angels In-Home Care Ltd,,Business,1034 Logan Rd,,,Holland Park West,Queensland,4121,Australia,https://www.preciousangelsinhomecare.com.au/,1/07/2017,17/05/2017,Medium,6,30-Jun,,,,Y,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,,Y,,,Y,,Y,,,,Y,,,,,Y,Y,,,,,,,Y
393,11619463828,Kingaroy Lodge Inc,,Business,24-28 Albert St,,,Kingaroy,Queensland,4610,Australia,,1/06/2014,7/11/2013,Small,6,30-Jun,,,,Y,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
394,11621952672,Australian Friends Of Boys Town Jerusalem Limited,,Business,,,,,,,,www.btj.org.au,31/10/2017,29/09/2017,Small,11,30-Jun,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
395,11622458986,NAMAL Australia Ltd,,Business,10 Strutt Pl,,,Caroline Springs,Victoria,3023,Australia,https://www.facebook.com/groups/153748101893081,25/10/2017,25/10/2017,Small,4,30-Jun,,,,,,,,,PAK,Y,,,,Y,,,,,,,,,,,Y,,,Y,,,,,Y,,,,,,,,,,,Y,,,,,Y
396,11622576453,Cornella Local Area Plan Implementation Committee,,Business,971 Corop-wanalta Rd,,,Burramboot,Victoria,3559,Australia,,3/12/2012,1/01/2002,Small,2,30-Jun,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,,,,Y,,,Y,,,,,Y,,,,,Y
397,11622801978,New Nature Ministries Ltd,,Business,35 Castle Ave,,,Goolwa Beach,South Australia,5214,Australia,www.newnatureministries.org,14/11/2017,14/11/2017,Small,3,30-Jun,,,,,Y,,,,"USA, ZAF",,,,,,,,,,,,Y,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,
398,11623136881,The Boonderu Foundation Limited,,Business,28A Money Road,,,MELVILLE,Western Australia,6156,Australia,https://www.facebook.com/The-Boonderu-Foundation-673926602739826/,29/11/2017,29/11/2017,Medium,7,30-Jun,,Y,,,,,,Y,,Y,,,,,,,,,,,,Y,,Y,,,Y,,Y,Y,,Y,Y,,Y,Y,,,,,,Y,,Y,,,Y,,Y
399,11623499847,Al Huda International Limited,,Business,49 Kildare Rd,,,Blacktown,New South Wales,2148,Australia,http://alhudaaustralia.com,19/12/2017,19/12/2017,Small,3,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,Y,,,,Y,Y,,Y,,,,,,,,,,,Y,,,,,Y
400,11624336054,ASIT (WA) Ltd.,,Business,2 Pioneer Dr,,,Edgewater,Western Australia,6027,Australia,www.stitchintime.org.au,9/02/2018,1/10/2014,Small,6,30-Jun,,,,,,,,Y,,,Y,,,,Y,,,,,,,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,,,Y,,,,Y,,Y,,Y,Y,,,,Y
401,11624618819,GIM Foundation Limited,,Business,U 3 183 Lakemba St,,,Lakemba,New South Wales,2195,Australia,http://www.gimfoundation.org.au,23/02/2018,23/02/2018,Medium,4,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
402,11625157923,The Trustee For Charles Gellion Bequest,,Business,123 Pitt Street,,,Sydney,NSW,2034,AUSTRALIA,,3/12/2012,1/01/1932,Small,6,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
403,11625671026,Blackwood Gospel Trust,,Business,,,,,,,,,6/07/2018,6/07/2018,Small,7,30-Jun,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
404,11625706649,The Junction Clubhouse Cairns Limited,,Business,7 Miller St,,,Parramatta Park,Queensland,4870,Australia,www.thejunctioncairns.com,14/05/2018,20/04/2018,Medium,8,30-Jun,,,,Y,,,,,,Y,,,,,Y,,,,,,,,,Y,Y,Y,,,,Y,,Y,Y,,,Y,,,,Y,Y,Y,,Y,,,,,Y
405,11625792083,MY BEST LIFE AUSTRALIA LIMITED,,Business,38 Cambewarra Rd,,,Bomaderry,New South Wales,2541,Australia,www.mybestlifeaustralia.org.au,17/01/2019,26/04/2018,Small,7,30-Jun,,Y,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,Y,,Y,,Y,,,,,,,Y,,,,Y,Y,,,,Y
406,11626010556,Kalbarri Kindergarten Inc.,,Business,Kalbarri Kingergarten,,,Portland,Victoria,3305,Australia,,1/10/2014,6/02/1995,Small,6,30-Sep,,,,,,,Y,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,
407,11626608115,NORTH WEST UC LTD,,Business,8 Doyle St,,,Narrabri,New South Wales,2390,Australia,http://cucnorthwest.edu.au,5/06/2018,5/06/2018,Small,9,30-Jun,,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,Y,,,,Y,,Y,Y,,Y,Y,,,,,,Y,,Y,,,,,Y
408,11627450515,The Trudy Crowley Foundation Ltd,,Business,138 Ian Reddacliff Drive,,,Mackay,QLD,4740,Australia,https://trudycrowleyfoundation.com.au,11/07/2018,11/07/2018,Small,8,30-Jun,,,,Y,,,,,,,Y,,,,Y,,,,,,,Y,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,
409,11627663070,Coonamble High School Parents & Citizens Association,,Business,Coonamble High School,,,Coonamble,New South Wales,2829,Australia,,1/07/2015,11/12/1972,Small,5,31-Jan,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,Y,,,,,Y
410,11628846717,Ulladulla Residential Services Incorporated,,Business,36 North St,,,Ulladulla,New South Wales,2539,Australia,,3/12/2012,1/01/1995,Medium,10,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
411,11629077637,Holy Apostolic Catholic Assyrian Church Of The East,,Business,Assyrian Primary School,,,Greenfield Park,New South Wales,2176,Australia,www.assyrianchurch.org.au/,3/12/2012,1/01/1974,Large,13,31-Dec,,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,,Y,Y,Y,,,Y,,Y,Y,Y
412,11630278278,CHURCH MISSION ENTERPRISES LIMITED,,Business,"1st Floor, 582 Heidelberg Rd",,,Fairfield,VIC,3078,Australia,https://www.churchesofchrist.org.au,28/11/2018,28/11/2018,Large,13,30-Jun,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
413,11630898323,CITY LIGHTS CHURCH LIMITED,,Business,4/223 Waterworks Road,,,Ashgrove,QLD,4060,Australia,https://www.citylights.community/,9/01/2019,9/01/2019,Small,5,30-Jun,,,,Y,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,,,Y,Y,,,,,,,,,,,,,Y
414,11634182862,Australian Black/White Stories Ltd,,Business,101 Moray Street,,,South Melbourne,Victoria,3205,Australia,www.blackandwhitestories.com,20/06/2019,20/06/2019,Small,9,30-Jun,,,,,,,,Y,,,,,Y,Y,,,,,,Y,,,,Y,,,Y,,,,,,,,Y,,,,,,,,,,,,,,Y
415,11634560759,INTERTWINE PTY LTD,,Business,U 5 12 Omar St,,,Templestowe Lower,,3107,Australia,intertwine.net.au,2/09/2019,1/07/2019,Small,6,30-Jun,,,,,,,Y,,,,,,,Y,,,,,,Y,,Y,,Y,Y,,Y,,,Y,,Y,Y,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,Y
416,11635128942,HUNGERZERO LTD,,Business,247 Rowe Street,,,Eastwood,New South Wales,2122,Australia,hungerzero.org.au,29/07/2019,27/07/2019,Small,3,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
417,11635378627,Gunnedah Congregation of Jehovah's Witnesses,,Business,14a Walter Rodd St,,,Gunnedah,New South Wales,2380,Australia,,3/12/2012,,Small,5,31-Aug,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
418,11635644874,Our Lady Help Of Christians Primary School East Warrnambool Victoria,,Business,28 Selby Road,,,Warrnambool East,VIC,3280,,,3/12/2012,1/01/1971,Large,5,31-Dec,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,Y,,,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,Y,,Y,,,,,
419,11636474363,BEYOND THE BADGE LIMITED,,Business,U 6 72-80 Allison Cres,,,Menai,New South Wales,2234,Australia,beyondthebadge.com.au,27/10/2019,27/10/2019,Small,3,30-Jun,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,
420,11636620638,Navy Clearance Diver Trust No. 2,,Business,U 6 280 Bannister Rd,,,Canning Vale,Western Australia,6155,Australia,https://www.ncdt.org.au,23/09/2020,23/09/2020,Small,15,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,
421,11637095697,CATHOLIC CEMETERIES BOARD LTD,,Business,L 2 11 Murray Rose Ave,,,Sydney Olympic Park,New South Wales,2127,Australia,https://catholiccemeteries.com.au/,1/11/2019,1/11/2019,Small,4,30-Jun,,Y,,,,,,,,,,,,,Y,,,,Y,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
422,11637257859,Glen Innes & District Information Centre Inc,,Business,268 Grey St,,,Glen Innes,New South Wales,2370,Australia,https://gleninnescommunitycentre.wordpress.com/,3/12/2012,1/01/1972,Small,9,30-Jun,,Y,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,
423,11637820583,MCCALL GARDENS COMMUNITY SERVICES LIMITED,,Business,10 Terry Rd,,,Box Hill,New South Wales,2765,Australia,https://www.mccallgardens.org.au,3/12/2019,3/12/2019,Small,6,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,11637998880,Bass Coast UC Ltd,,Business,76 Mcbride Ave,,,Wonthaggi,Victoria,3995,Australia,www.cucbasscoast.edu.au,12/12/2019,12/12/2019,Small,8,30-Jun,,,,,,,Y,,,,,,,Y,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,Y,,,,,Y
425,11638541613,The Trustee For Liverpool Catholic Club Charitable Trust,,Business,424-458 Hoxton Park Rd,,,Prestons,New South Wales,2170,Australia,,3/12/2012,1/01/2006,Small,10,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,11638817574,Christadelphian Children's Service Bangladesh,CCS Bangladesh,Business,U 2 62 Leicester Ave,,,Glen Waverley,Victoria,3150,Australia,,31/03/2023,30/01/2015,,3,30-Jun,,,,,,,,,BGD,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
427,11639024669,DMCP OPERATIONS LTD,Coffs Coast Conservation Park,Business,65 Orlando St,,,Coffs Harbour,New South Wales,2450,Australia,,15/03/2022,11/02/2020,,4,30-Jun,,Y,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
428,11639808334,BARNGARLA: HELP US HAVE A SAY ON KIMBA PTY LTD,,Business,L 11 431 King William St,,,Adelaide,South Australia,5000,Australia,,8/12/2020,17/03/2020,,5,30-Jun,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,
429,11640878333,OLM CHARITY (ORDRE LIBANAIS MARONITE) LIMITED,,Business,126-142 Highclere Ave,,,Punchbowl,New South Wales,2196,Australia,,12/05/2020,12/05/2020,,3,30-Jun,,,,,,,,,LBN,Y,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,Y,,,,,Y,,Y,,,,,,Y,
430,11642254064,Novar Musculoskeletal Research Institute Ltd,,Business,109 Webster St,,,Lake Wendouree,Victoria,3350,Australia,,15/07/2020,1/07/2020,Small,4,30-Jun,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,11643181962,ALL IN THE MIND.. A CRAIG HANNAM FOUNDATION LIMITED,,Business,49 Lovegrove St,,,Zillmere,Queensland,4034,Australia,https://www.facebook.com/allinthemindfoundation,17/09/2021,1/12/2020,Small,4,30-Jun,,,,,,,,,,,Y,,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,
432,11643529128,Open Eyes Global Inc,,Business,6 Cassia Court,,,Brookwater,QLD,4300,Australia,www.openeyesglobal.org,27/06/2018,22/06/2018,Small,7,30-Jun,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,Y,Y,Y,,,Y,,,,Y,,,,,,,,,,,,,
433,11643569153,ANGELINA CASK NEUROLOGICAL RESEARCH FOUNDATION LTD,,Business,636 Forest Rd,,,Bexley,New South Wales,2207,Australia,https://acnrf.com/,21/08/2020,18/08/2020,Small,4,30-Jun,,,,,,,,,USA,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,11643616608,Wallum Action Group Inc,,Business,208 First Ave,PO Box664,,Bongaree,QLD,4507,Australia,,3/12/2012,1/01/1994,Small,3,30-Jun,,,,Y,,,,,,,,,,,,Y,Y,,,,,,,Y,Y,Y,,,,Y,Y,,Y,,,,,,Y,,Y,Y,,Y,Y,Y,Y,Y,Y
435,11644606379,Chabad Byron Shire Limited,,Business,69 Clays Rd,,,Mullumbimby,New South Wales,2482,Australia,,29/09/2020,24/09/2020,Small,5,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,Y,,,,,Y
436,11645211310,WALKING INDEPENDENT LTD,,Business,7 Bonnie Brae Ct,,,Spring Gully,Victoria,3550,Australia,www.walkingindependent.org,19/10/2020,19/10/2020,Small,5,30-Jun,,,,,,,,,,Y,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,11647777562,"CENTRE FOR SPIRITUALITY, WELLBEING AND HEALTH LIMITED",,Business,2 Minona Street,,,Hawthorn,VIC,3122,Australia,www.centreforspiritualityandhealth.org.au,1/01/2022,9/02/2021,,3,30-Jun,,,,,,,Y,,USA,,,,,Y,Y,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,Y,,,,,,,,
438,11648394334,MAHAYOGA CHARITY LIMITED,,Business,,,,,,,,,4/03/2021,3/03/2021,,5,30-Jun,,,,Y,,,,,IND,Y,,,,,,,,,,,,Y,,,,,Y,Y,Y,,,,Y,,,,,,Y,Y,,,,,,,,,Y
439,11648400355,AUSTRALIAN CYSTINOSIS FOUNDATION LTD,,Business,c/- JHK Legal,"Suite 5, 63 Primary School Court",,Maroochydore,QLD,4558,Australia,www.jhklegal.com.au,8/03/2021,3/03/2021,Small,3,30-Jun,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,11648685928,One Hundred & Seventy Nine Napier St Hostel Assoc Inc,,Business,179-197 Napier St,,,South Melbourne,Victoria,3205,Australia,www.nsacs.org.au,3/12/2012,1/01/1992,Large,14,30-Jun,,,,,,,Y,,,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
441,11649178414,THE WELL-BEING VILLAGE PROJECT LIMITED,,Business,9a Price Ave,,,Lower Mitcham,South Australia,5062,Australia,,1/04/2021,1/04/2021,,4,30-Jun,,,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,,,Y,Y,,,,Y,Y,Y,Y,,,,,,,Y
442,11649372814,KHALSA SHAOUNI HELPING HAND LTD,,Business,,,,,,,,,15/06/2021,12/04/2021,,4,30-Jun,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,Y,
443,11651989097,Hope East Church Australia,Hope east Church Australia,Business,28 Northview Road,,,Kilmore,Victoria,3764,Australia,www.hopeeastchurch.com,23/07/2021,23/03/2021,Small,8,30-Jun,,,,,,,Y,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
444,11652673553,PEOPLEKIND GROUP LTD,,Business,32 Burton St,,,Cannington,Western Australia,6107,Australia,https://www.peoplekind.org.au/,9/08/2021,9/08/2021,Small,11,30-Jun,,,,,,,,Y,,Y,,,,,,,,,,,,Y,,Y,Y,Y,Y,,Y,,Y,,,,,,,,,Y,,Y,Y,,,,,,Y
445,11652802769,CLIMATE SUBAK AUSTRALIA LTD,,Business,L 1 147 Cecil St,,,South Melbourne,Victoria,3205,Australia,subak.org,4/10/2021,13/08/2021,,2,30-Jun,,,,,,,,,"GBR, IDN, NZL",,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
446,11653639073,VASUDEVA KRIYA YOGA MANDIR LTD,,Business,11 Alluvium Way,,,Mount Waverley,Victoria,3149,Australia,www.vasudevakriyayoga.com,26/07/2022,13/09/2021,,4,30-Jun,,,,,,,Y,,,,,,,,Y,,,,,,,Y,,,,,,,,Y,,,Y,,Y,,,,,Y,Y,Y,,,,,Y,Y,
447,11653875280,Sisters Of St Paul De Chartres Australia,"St Paul de Chartres Residential Aged Care, St Paul de Chartres Retirement Units, St Paul de Chatres Residential Aged Care This charity has a sub-entity ABN 79813404513., St Paul's Convent-Boronia Height, St Paul's Convent -Lane Cove, St Paul's Convent-Mentone",Business,12 Fedrick Street,,,Boronia Heights,QLD,4124,AUSTRALIA,,3/12/2012,1/01/1992,Large,5,30-Jun,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,Y,Y,Y,,,Y,Y,Y,Y,,Y,Y,Y,,,,Y,,,,,,,,Y
